id,company,assignee,title,inventor/author,priority.date,filing/creation.date,publication.date,grant.date,result.link,representative.figure.link,inventorlocation
US-2996047-A,North American,North American Aviation Inc,Actuating means ,James L Denniston,21559,21559,22508,22508,https://patents.google.com/patent/US2996047A/en,https://patentimages.storage.googleapis.com/32/33/07/57b4e1cc5a6a80/US2996047-drawings-page-1.png,"UATIN G MEANS James L. Denniston, Columbus, Ohio, "
US-2787194-A,North American,North American Aviation Inc,Gun installation in jet aircraft ,Paul F Peterson,20144,20144,20912,20912,https://patents.google.com/patent/US2787194A/en,https://patentimages.storage.googleapis.com/f2/de/9d/b1a3a8ac30a90b/US2787194-drawings-page-1.png," Paul F. Peterson, Palos Verdes- Estates, Califl, "
US-2373385-A,North American,North American Aviation Inc,Actuating mechanism for aircraft components ,Jr Robert P Davie,15461,15461,16537,16537,https://patents.google.com/patent/US2373385A/en,https://patentimages.storage.googleapis.com/88/a0/c3/4f387892cdd5dc/US2373385-drawings-page-1.png,"TS Robert P. Davie, Jr., Manhattan Beach, Calif., "
US-2720369-A,North American,North American Aviation Inc,Locking mechanism for retractable landing gears ,Detzer Stephen,19603,19603,20373,20373,https://patents.google.com/patent/US2720369A/en,https://patentimages.storage.googleapis.com/54/a0/56/b23c19b946185c/US2720369-drawings-page-1.png,"EARS Stephen Detzer, Palos Verdes Estates, CaliL, "
US-2931341-A,North American,North American Aviation Inc,Store election piston with gas return ,"Harry M Meadows, John C Steinmetz",20827,20827,22011,22011,https://patents.google.com/patent/US2931341A/en,https://patentimages.storage.googleapis.com/50/bc/2e/cd97208dd9b20b/US2931341-drawings-page-1.png,"da Hilts, and John C. Steinmetz, Anaheim, Calif., "
US-2944736-A,North American,North American Aviation Inc,Air density computer ,"James C Elms, Frederick H Gardner",19644,19644,22109,22109,https://patents.google.com/patent/US2944736A/en,https://patentimages.storage.googleapis.com/c5/54/16/388b3f7856e66c/US2944736-drawings-page-1.png,"ch, and'Frederick-H. Gardner, Long Beach, Calif., "
US-3082622-A,North American,North American Aviation Inc,Angle of attack and sideslip indicator ,Gustav M Andrew,20725,20725,23096,23096,https://patents.google.com/patent/US3082622A/en,https://patentimages.storage.googleapis.com/73/2f/c0/78063612968e2b/US3082622-drawings-page-1.png,"IP INDICATOR Gustav M. Andrew, Fullerton, Calif., "
US-2626115-A,North American,North American Aviation Inc,Aircraft controls ,"John L Atwood, Carroll G Gordon",18786,18786,19379,19379,https://patents.google.com/patent/US2626115A/en,https://patentimages.storage.googleapis.com/d2/be/e1/0ec37c0736b5fb/US2626115-drawings-page-1.png,"Angeles, and Carroll G. Gordon, Pasadena, Calif., "
US-2775124-A,North American,North American Aviation Inc,Angle of attack computer ,"Frederick H Gardner, James C Elms, Rosenstock David",19693,19693,20814,20814,https://patents.google.com/patent/US2775124A/en,https://patentimages.storage.googleapis.com/57/1c/39/8c263fa192b064/US2775124-drawings-page-1.png," Beach, and David Rosenstock, Long Beach, Calif., "
US-2859841-A,North American,North American Aviation Inc,Quick disconnect structural fastener ,"Jr David A Reed, Donald E Keith",20457,20457,21500,21500,https://patents.google.com/patent/US2859841A/en,https://patentimages.storage.googleapis.com/46/5f/0f/c16cfad51e0b3c/US2859841-drawings-page-1.png,"Anaheim, and Donald E. Keith, 
Fullerton, Calif., "
US-2608364-A,North American,North American Aviation Inc,Wing flap mechanism ,"Carroll G Gordon, Richard C Dahlman",17527,17527,19232,19232,https://patents.google.com/patent/US2608364A/en,https://patentimages.storage.googleapis.com/f3/35/a5/c68a2cbc0837a2/US2608364-drawings-page-1.png,"a, and Richard 0. Dahlma-n, Santa Monica, Calif., "
US-3137460-A,North American,North American Aviation Inc,Improving supersonic lift-to-drag ratio by compression shock ,"Jr George A Owl, Arthur C Ley, Donald J Beck",21125,21125,23544,23544,https://patents.google.com/patent/US3137460A/en,https://patentimages.storage.googleapis.com/53/ed/3d/7c441ad91a5d1a/US3137460-drawings-page-1.png,"y, Torrance, 
and Donald J. Beck, Downey, Calif., "
US-2614638-A,North American,North American Aviation Inc,Spinner seal and fairing ,Merle A Beaupre,17266,17266,19288,19288,https://patents.google.com/patent/US2614638A/en,https://patentimages.storage.googleapis.com/49/10/32/31596f968eae73/US2614638-drawings-page-1.png,"-""I ME NDE B N t I 1 lieanprasanta Monica; Calif; "
US-3132659-A,North American,North American Aviation Inc,Fluid pressure regulator ,Richard L Kenyon,21794,21794,23509,23509,https://patents.google.com/patent/US3132659A/en,https://patentimages.storage.googleapis.com/7c/d9/40/a817bf0ea9ca63/US3132659-drawings-page-1.png,"REGULATOR Richard L. Kenyon, Los Angeles, Calif., "
US-2801061-A,North American,North American Aviation Inc,Joint seal ,Samuel R Logan,19364,19364,21031,21031,https://patents.google.com/patent/US2801061A/en,https://patentimages.storage.googleapis.com/3e/8b/50/6bc74f866bcc8c/US2801061-drawings-page-1.png,"ner JoiN'r SEAL Samuel R. Logan, Fresno, Califi, '"
US-2399323-A,North American,North American Aviation Inc,Oil tank ,Arthur C Chester,15710,15710,16922,16922,https://patents.google.com/patent/US2399323A/en,https://patentimages.storage.googleapis.com/55/ba/9c/27b37659db14ce/US2399323-drawings-page-1.png," OIL TANK Arthur 0. Chester, Los Angeles, Calif., "
US-2547552-A,North American,North American Aviation Inc,Automatic hydraulic-mechanical follow-up control system ,John P Anderson,17664,17664,18721,18721,https://patents.google.com/patent/US2547552A/en,https://patentimages.storage.googleapis.com/72/f6/9b/a7e49b8e4279b4/US2547552-drawings-page-1.png,"TnoL sys'rnlu John P. AndersonffFernwood, Calif., "
US-3077328-A,North American,North American Aviation Inc,Self-tensioning link assembly ,Donald M Nelson,21842,21842,23054,23054,https://patents.google.com/patent/US3077328A/en,https://patentimages.storage.googleapis.com/30/69/fd/36c47cafcb0be3/US3077328-drawings-page-1.png," LENK ASEMELY Donald M. Nelson, Compton, fialitl, "
US-2719684-A,North American,North American Aviation Inc,Aircraft control ,Jr Garland P Peed,18875,18875,20366,20366,https://patents.google.com/patent/US2719684A/en,https://patentimages.storage.googleapis.com/e0/61/0c/55fe14f9cfc0d3/US2719684-drawings-page-1.png," Garland P. Peed, Jr., Pacific Palisades, Califl, "
US-2692097-A,North American,North American Aviation Inc,Retractable aircraft landing gear ,Jr Fred A Payne,18984,18984,20016,20016,https://patents.google.com/patent/US2692097A/en,https://patentimages.storage.googleapis.com/79/ae/08/8e3c19b4f26d72/US2692097-drawings-page-1.png," GEAR Fred A. Payne, J r., Playa del Rey, Calif., "
US-3064317-A,North American,North American Aviation Inc,Double wall construction ,Franklin A Dobson,21682,21682,22970,22970,https://patents.google.com/patent/US3064317A/en,https://patentimages.storage.googleapis.com/3f/16/74/dc343af40c8e36/US3064317-drawings-page-1.png,"QNSTRUCTIQN Franklin A. Dobson, Whittier, Caiifi, "
US-2898811-A,North American,North American Aviation Inc,Mount for rotatable multiple-barrel-gun ,Dean R Helble,20702,20702,21773,21773,https://patents.google.com/patent/US2898811A/en,https://patentimages.storage.googleapis.com/12/e1/2c/a931554a01fe63/US2898811-drawings-page-1.png,"LE- BARREL-GUN Dean R. Helble, Hawthorne, Calif., "
US-2763448-A,North American,North American Aviation Inc,Aircraft wing leading edge construction ,Jr Robert P Davie,19008,19008,20716,20716,https://patents.google.com/patent/US2763448A/en,https://patentimages.storage.googleapis.com/3b/13/12/0df1b83f3951a2/US2763448-drawings-page-1.png,"ON Robert P. Davie, Jr., Manhattan Beach, Calif., "
US-2692739-A,North American,North American Aviation Inc,Landing gear locking mechanism ,"Eric L Martin, Leighton Francis",18896,18896,20023,20023,https://patents.google.com/patent/US2692739A/en,https://patentimages.storage.googleapis.com/a7/4b/37/d68e9f898846f4/US2692739-drawings-page-1.png,"nta Monicmand Francis Leighton, Altadena, Califi, "
US-2679367-A,North American,North American Aviation Inc,Trim tab control mechanism ,"Richard F Pribil, Estates Palos Verdes, Falbaum Sanford",18350,18350,19869,19869,https://patents.google.com/patent/US2679367A/en,https://patentimages.storage.googleapis.com/24/93/d6/356248c12a628a/US2679367-drawings-page-1.png,"s Estates, and Sanford Falbaum, Hollydale, Calif, "
US-2692098-A,North American,North American Aviation Inc,Shock-absorbing landing gear ,"Schmued Edgar, Duane C Olmore",18433,18433,20016,20016,https://patents.google.com/patent/US2692098A/en,https://patentimages.storage.googleapis.com/4f/5a/5b/dee177463fa404/US2692098-drawings-page-1.png,"chmued and Duane C. .Olmore, Los-Angeles, Calif.,."
US-2875917-A,North American,North American Aviation Inc,High temperature spring seal ,Innis D Alkire,20638,20638,21612,21612,https://patents.google.com/patent/US2875917A/en,https://patentimages.storage.googleapis.com/23/aa/ef/52959e85785bdf/US2875917-drawings-page-1.png,"ING SEAL Innis D. Alkire, Monterey Park, 'Califl, "
US-1994651-A,North American,North American Aviation Inc,Vernier adjusting control unit ,Earle G Kingston,12084,12302,12862,12862,https://patents.google.com/patent/US1994651A/en,https://patentimages.storage.googleapis.com/e3/08/58/e57a03cfa57fd9/US1994651-drawings-page-1.png,"ING CONTROL UNIT Earle G. Kingston; Dundalk, Md., "
US-2759424-A,North American,North American Aviation Inc,Flow proportioning control ,"Earle M Defibaugh, Philip H Jones",18589,18589,20688,20688,https://patents.google.com/patent/US2759424A/en,https://patentimages.storage.googleapis.com/1b/06/db/52d1bebb40d20e/US2759424-drawings-page-1.png,"NEY. 
United States Patent Beverly Hills, Calif.,-"
US-2707810-A,North American,North American Aviation Inc,Transparent closure ,Frank B Bolte,18839,18839,20219,20219,https://patents.google.com/patent/US2707810A/en,https://patentimages.storage.googleapis.com/2b/6b/15/5a807aa6962d89/US2707810-drawings-page-1.png,"RENT CLOSURE Frank B. Bolte, Los Angeles, Calif., "
US-3077773-A,North American,North American Aviation Inc,Vane angle computer ,"Frederick H Gardner, Irwin A Kohn, Rosenstock David",20218,20218,23061,23061,https://patents.google.com/patent/US3077773A/en,https://patentimages.storage.googleapis.com/c6/3e/60/037284b9ee95d0/US3077773-drawings-page-1.png,"akewood, and David Rosenstock, Long Beach, Calif, "
US-2801060-A,North American,North American Aviation Inc,Aircraft trim control ,"Donald H Bonsteel, Carl C Starbeck",20072,20072,21031,21031,https://patents.google.com/patent/US2801060A/en,https://patentimages.storage.googleapis.com/bf/06/e5/87f4889dbbfc41/US2801060-drawings-page-1.png,"wood, and Carl C. Starbeck, 
Los Angeles, Calif., "
US-2621873-A,North American,North American Aviation Inc,Aircraft control ,Carroll G Gordon,17257,17257,19344,19344,https://patents.google.com/patent/US2621873A/en,https://patentimages.storage.googleapis.com/da/e0/4c/c77a713d34adc8/US2621873-drawings-page-1.png,"RAFT CONTROL Carroll G. Gordon, Pasadena, Calif., "
US-2968923-A,North American,North American Aviation Inc,Mobile starter for jet aircraft engines ,Daniel B Coleman,20215,20215,22305,22305,https://patents.google.com/patent/US2968923A/en,https://patentimages.storage.googleapis.com/29/5c/b4/60235c4fcb5514/US2968923-drawings-page-1.png,"T ENGINES Daniel B. Coleman, Los Angeles, Calif., "
US-2982180-A,North American,North American Aviation Inc,Stores launcher ,William E Hart,21265,21265,22403,22403,https://patents.google.com/patent/US2982180A/en,https://patentimages.storage.googleapis.com/52/53/85/69bcbbfbe0e1f2/US2982180-drawings-page-1.png," STORES LAUNCHER William E. Hart, Columbus, Ohio, "
US-2987048-A,North American,North American Aviation Inc,Parallel drive actuator for flight control systems ,"Elliott R Buxton, Greenleaf W Sargent",21843,21843,22438,22438,https://patents.google.com/patent/US2987048A/en,https://patentimages.storage.googleapis.com/95/da/dc/fd2d49782ae1fb/US2987048-drawings-page-1.png,"wney, and Greenleaf W. Sargent, 
Fullerton, Calif "
US-2361275-A,North American,North American Aviation Inc,Aerodynamic control arrangement ,Jr Robert P Davie,15396,15396,16369,16369,https://patents.google.com/patent/US2361275A/en,https://patentimages.storage.googleapis.com/d5/0e/79/f2d11eedc09ad1/US2361275-drawings-page-1.png,"T Robert P. Davie, Jr., Manhattan Beach, Calif., 
"
US-2441040-A,North American,North American Aviation Inc,Hydraulic system ,"Robert B Sprague, Louis E Berthelson",16286,16286,17657,17657,https://patents.google.com/patent/US2441040A/en,https://patentimages.storage.googleapis.com/8c/e7/28/f2ff41b905def9/US2441040-drawings-page-1.png,"ch, and Louis E. Berthelson, Los Angeles, Calif., "
US-2952774-A,North American,North American Aviation Inc,Radiation fuel gauge ,Donald F Howard,19630,19630,22172,22172,https://patents.google.com/patent/US2952774A/en,https://patentimages.storage.googleapis.com/b9/2c/e4/68465362cafee4/US2952774-drawings-page-1.png,"L GAUGE Donald F. Howard, North Long Beach, Calif "
US-2681409-A,North American,North American Aviation Inc,Condensate removing apparatus ,John P Dobbins,18221,18221,19890,19890,https://patents.google.com/patent/US2681409A/en,https://patentimages.storage.googleapis.com/eb/2a/63/edf5bf518b00c5/US2681409-drawings-page-1.png,"G APPARATUS John P. Dobbins, Los Angeles, Calif., "
US-2452251-A,North American,North American Aviation Inc,Retractable landing gear fairing ,Eric L Martin,15419,15419,17832,17832,https://patents.google.com/patent/US2452251A/en,https://patentimages.storage.googleapis.com/93/c3/da/de8b7bb1cdd435/US2452251-drawings-page-1.png,"EAR FAIRING Eric L. Martin, Santa Monica, Calif., "
US-2371976-A,North American,North American Aviation Inc,Slot closure actuating mechanism ,Arthur C Patch,15706,15706,16516,16516,https://patents.google.com/patent/US2371976A/en,https://patentimages.storage.googleapis.com/dd/33/22/4fe8b86b12def8/US2371976-drawings-page-1.png," MECHANISM Arthur 0. Patch, Santa Monica, Calif., "
US-2771906-A,North American,North American Aviation Inc,Fluid filling system ,"Warren A Bratfisch, Philip H Jones",19071,19071,20786,20786,https://patents.google.com/patent/US2771906A/en,https://patentimages.storage.googleapis.com/ce/bc/87/aebbb074fdf676/US2771906-drawings-page-1.png,"owney, and Philip H. Jones, L os Angeles, Calif., "
US-2365409-A,North American,North American Aviation Inc,Bomb rack ,"Dave E Hoffman, Throne Gordon",15381,15381,16425,16425,https://patents.google.com/patent/US2365409A/en,https://patentimages.storage.googleapis.com/0a/d0/99/81af02fe6203d0/US2365409-drawings-page-1.png,", Los Angeles, and Gordon Throne, Venice, Calif., "
US-2917289-A,North American,North American Aviation Inc,Aerial pickup and tow boom ,"James S Muramatsu, Duncan V Harding",20848,20848,21899,21899,https://patents.google.com/patent/US2917289A/en,https://patentimages.storage.googleapis.com/eb/b8/ff/d0ad1fe607a150/US2917289-drawings-page-1.png,", and Duncan V. f i f Harding, Los Angeles, Calm. "
US-2518012-A,North American,North American Aviation Inc,Resiliently interconnected aileron and rudder control system for aircraft ,Edward J Horkey,17101,17101,18483,18483,https://patents.google.com/patent/US2518012A/en,https://patentimages.storage.googleapis.com/81/0d/01/8dbc3f7ce5b3ec/US2518012-drawings-page-1.png,". 
, .;-l;yEdward-J.Bowen-Rolling Hi1 ls, -Oalif.,"
US-2879958-A,North American,North American Aviation Inc,Acceleration anticipation switch ,Elliott R Buxton,20485,20485,21640,21640,https://patents.google.com/patent/US2879958A/en,https://patentimages.storage.googleapis.com/8a/70/ca/05f09edd0e0de7/US2879958-drawings-page-1.png,"IPATION SWITCH Elliott R. Buxton, Downey, Calif., "
US-2704387-A,North American,North American Aviation Inc,Canopy seal ,"Eugene O Clay, George R Gehrkens",18367,18367,20170,20170,https://patents.google.com/patent/US2704387A/en,https://patentimages.storage.googleapis.com/37/41/6e/3cd9dc132e3ae1/US2704387-drawings-page-1.png,"Clay and George R. Gehrkens, Los Angeles, Calif., "
US-2692607-A,North American,North American Aviation Inc,Flow proportioning device ,Edgar E Savage,18589,18589,20023,20023,https://patents.google.com/patent/US2692607A/en,https://patentimages.storage.googleapis.com/fc/e2/5f/b9fc15612faf14/US2692607-drawings-page-1.png,"IONING DEVICE Edgar E. Savage, Hawthorne, Califi, "
US-3017141-A,North American,North American Aviation Inc,Center of gravity controller ,Ollodort Morris,20761,20761,22662,22662,https://patents.google.com/patent/US3017141A/en,https://patentimages.storage.googleapis.com/8d/05/c0/d7b77be5492211/US3017141-drawings-page-1.png,"ITY CQNTROLLER Morris Ollodort, Whittier, Califi, "
US-2409323-A,North American,North American Aviation Inc,Aircraft power plant arrangement ,Carel T Torresen,14957,14957,17090,17090,https://patents.google.com/patent/US2409323A/en,https://patentimages.storage.googleapis.com/1b/33/64/455c5d00ee61b3/US2409323-drawings-page-1.png,"ANGEMENT Carel T. Torresen, Santa Monica, Calif., "
US-2772841-A,North American,North American Aviation Inc,Aircraft trim control ,Donald H Bonsteel,20207,20207,20793,20793,https://patents.google.com/patent/US2772841A/en,https://patentimages.storage.googleapis.com/8b/5d/cb/1be990dc1e997f/US2772841-drawings-page-1.png,"I CONTROL Donald H. :Bonsteel, Inglewood, Calif., "
US-2718366-A,North American,North American Aviation Inc,Aileron-spoiler mechanism ,Vene L Darby,19449,19449,20352,20352,https://patents.google.com/patent/US2718366A/en,https://patentimages.storage.googleapis.com/7d/ed/0d/f3a033225ed01c/US2718366-drawings-page-1.png," MECHANISM Vene L. Darby, Rerlondo Beach, Calif., "
US-3112980-A,North American,North American Aviation Inc,In-flight aircraft angle of attack calibrator ,Frederick H Gardner,21811,21811,23348,23348,https://patents.google.com/patent/US3112980A/en,https://patentimages.storage.googleapis.com/f0/8c/4e/0d8d26e353fd97/US3112980-drawings-page-1.png,"HBRATGR Frederick H. Gardner, Long Beach, Calif., "
US-2439878-A,North American,North American Aviation Inc,Gunner's turret for aircraft ,Julius G Villepigue,16123,16123,17643,17643,https://patents.google.com/patent/US2439878A/en,https://patentimages.storage.googleapis.com/22/fc/ec/ad4dc166898e72/US2439878-drawings-page-1.png,"rican Aviation, Inc., Inglewood, 
glewood, 
Calm, "
US-2666603-A,North American,North American Aviation Inc,Balanced control surface ,Edward J Horkey,18631,18631,19743,19743,https://patents.google.com/patent/US2666603A/en,https://patentimages.storage.googleapis.com/22/10/1e/77c898472c0cc7/US2666603-drawings-page-1.png," SURFACE Edward J. Horkey, Rolling Hills, Calif., "
US-2943828-A,North American,North American Aviation Inc,Thermal aerodynamic drag controller ,Edward R Van Driest,20674,20674,22102,22102,https://patents.google.com/patent/US2943828A/en,https://patentimages.storage.googleapis.com/33/8f/64/57c9dba974076a/US2943828-drawings-page-1.png,"ONTROLLER Edward R. Van Driest, Whittier, Califi, "
US-2738149-A,North American,North American Aviation Inc,Control lock mechanism ,Jr Garland P Peed,20030,20030,20527,20527,https://patents.google.com/patent/US2738149A/en,https://patentimages.storage.googleapis.com/88/75/33/12c7e66d4f0266/US2738149-drawings-page-1.png,"Gariantl P. Peed, In, Pacific Palisades,"" Calif., "
US-2630988-A,North American,North American Aviation Inc,Aerodynamic balance control ,"Richard F Pribil, Dale D Myers, Ralph B Schreiber",18315,18315,19428,19428,https://patents.google.com/patent/US2630988A/en,https://patentimages.storage.googleapis.com/25/41/dd/9d136bf502a2d6/US2630988-drawings-page-1.png,"ood, and Ralph B. Schreiber, Los Angeles, Calif., "
US-3033497-A,North American,North American Aviation Inc,Barricade strap fences ,George R Gehrkens,20858,20858,22774,22774,https://patents.google.com/patent/US3033497A/en,https://patentimages.storage.googleapis.com/c3/11/73/8ad1fb9b4fbf8c/US3033497-drawings-page-1.png," STRAP FENCES George R. Gehrkens, Columbus, Ohio, "
US-2637076-A,North American,North American Aviation Inc,Reinforced canopy structure ,Frank B Bolte,17454,17454,19484,19484,https://patents.google.com/patent/US2637076A/en,https://patentimages.storage.googleapis.com/75/44/97/979701056e7a55/US2637076-drawings-page-1.png,"STRUCTURE i Frank B. Bolte, Los Angeles, Calif., A"
US-3024941-A,North American,North American Aviation Inc,Temperature controlled insulation ,Cornelius E Vandenberg,21517,21517,22718,22718,https://patents.google.com/patent/US3024941A/en,https://patentimages.storage.googleapis.com/e3/03/13/2d91fda16d3dca/US3024941-drawings-page-1.png,"ATION Cornelius E. Vandenberg, Fullerton, Calif., "
US-2672806-A,North American,North American Aviation Inc,Regulator valve ,Joseph G Vehige,18419,18419,19806,19806,https://patents.google.com/patent/US2672806A/en,https://patentimages.storage.googleapis.com/9e/f3/2a/09336455d32e13/US2672806-drawings-page-1.png,"R VALVE Joseph G. Vehige, Woodland Hills, Calif., "
US-2371699-A,North American,North American Aviation Inc,Aircraft landing gear ,Eric L Martin,15172,15172,16516,16516,https://patents.google.com/patent/US2371699A/en,https://patentimages.storage.googleapis.com/9b/ba/ce/f2684672b62b49/US2371699-drawings-page-1.png,"ANDING GEAR Eric L. Martin, Santa Monica, Calif., "
US-2280583-A,North American,North American Aviation Inc,Aircraft cockpit enclosure ,"Daniel E Holloway, Smithson James Stanley",14621,14621,15452,15452,https://patents.google.com/patent/US2280583A/en,https://patentimages.storage.googleapis.com/0c/e9/1a/4b997e1d321b1f/US2280583-drawings-page-1.png,"nd James Stanley Smithson, Beverly Hills, Calif., "
US-2752112-A,North American,North American Aviation Inc,Steerable and retractable aircraft landing gear ,Jr Fred A Payne,19449,19449,20632,20632,https://patents.google.com/patent/US2752112A/en,https://patentimages.storage.googleapis.com/8d/73/5e/97db0c4b89563b/US2752112-drawings-page-1.png,"NG GEAR Fred A. Payne, Jr., Playa Del Rey, Calif, "
US-2371754-A,North American,North American Aviation Inc,Stiffened material ,"Donald E Gillum, Dale H Van Riper",15453,15453,16516,16516,https://patents.google.com/patent/US2371754A/en,https://patentimages.storage.googleapis.com/20/54/8b/1e207c369ac084/US2371754-drawings-page-1.png,"ach, and Dale .I 
Van Riper, Los Angeles, Calif., "
US-2668028-A,North American,North American Aviation Inc,Aircraft tab control mechanism ,Volney A Peck,18242,18242,19757,19757,https://patents.google.com/patent/US2668028A/en,https://patentimages.storage.googleapis.com/65/11/46/cc89f7fd1f823f/US2668028-drawings-page-1.png,"OL MECHANISM Volney A. Peek, Los Angeles, Calif., "
US-2796774-A,North American,North American Aviation Inc,Control system ratio shift mechanism ,Jr Garland P Peed,19117,19117,20996,20996,https://patents.google.com/patent/US2796774A/en,https://patentimages.storage.googleapis.com/17/b1/e3/5ff9f741cb04b2/US2796774-drawings-page-1.png," Garland P. Peed, Jr., Pacific Palisades, Calif., "
US-2939186-A,North American,North American Aviation Inc,Enclosure device ,"Leland B Norwood, Donald L Pearson",20554,20554,22074,22074,https://patents.google.com/patent/US2939186A/en,https://patentimages.storage.googleapis.com/ef/99/71/3f56c93892f842/US2939186-drawings-page-1.png,"rwood and Donald L. Pearson, Los Angeles, Calif., "
US-2570761-A,North American,North American Aviation Inc,Aircraft gun turret ,"Bussiere George, Edward C Holton",16488,16488,18910,18910,https://patents.google.com/patent/US2570761A/en,https://patentimages.storage.googleapis.com/6c/d5/0e/ed90b7d9c01710/US2570761-drawings-page-1.png,"'siere and Edward 0. Bolton, Los Angeles, Calif., "
US-2650780-A,Northrop,Northrop Aircraft Inc,All-wing aircraft ,"John K Northrop, Walter J Cerny",17990,17990,19603,19603,https://patents.google.com/patent/US2650780A/en,https://patentimages.storage.googleapis.com/be/9b/77/73b807ab783402/US2650780-drawings-page-1.png,"acific Palisades, and Walter Los Angeles, Calif., "
US-2820602-A,Northrop,Northrop Aircraft Inc,Automatic jettisoning system for aircraft seats ,Edward V Foster,20330,20330,21206,21206,https://patents.google.com/patent/US2820602A/en,https://patentimages.storage.googleapis.com/88/45/18/24fb43d9b6785e/US2820602-drawings-page-1.png," SEATS Edward V. Foster, Manhattan Beach, Calif., "
US-2615659-A,Northrop,Northrop Aircraft Inc,Aircraft enclosure jettison system ,"Jr Ray D Gardner, Fred C Bretcher",17983,17983,19295,19295,https://patents.google.com/patent/US2615659A/en,https://patentimages.storage.googleapis.com/9f/fe/e8/1a14c2361bb12e/US2615659-drawings-page-1.png,"erman, and Fred CfBretcher, Los Angeles, 'Calif., "
US-2412647-A,Northrop,Northrop Aircraft Inc,Aircraft ,"John K Northrop, William R Sears",16292,16292,17153,17153,https://patents.google.com/patent/US2412647A/en,https://patentimages.storage.googleapis.com/6f/47/93/5eb15a34d23b51/US2412647-drawings-page-1.png,"Angeles, and William R. Sears, Inglewood, Calif., "
US-2712420-A,Northrop,Northrop Aircraft Inc,Vertical take-off airplane and control system therefor ,"Warren H Amster, Clarence H Holleman, Eugene V Browne",18963,18963,20275,20275,https://patents.google.com/patent/US2712420A/en,https://patentimages.storage.googleapis.com/f8/e1/a1/e497d393f4187a/US2712420-drawings-page-1.png,"zana, and Eugene V. Browne, Los Angilles, Calif., "
US-2559827-A,Northrop,Northrop Aircarft Inc,Means for stabilization of airplanes having highly swept-back wings ,John K Northrop,17103,17103,18819,18819,https://patents.google.com/patent/US2559827A/en,https://patentimages.storage.googleapis.com/69/e5/ba/ef7b604238ad36/US2559827-drawings-page-1.png,"BACK WINGS John K. Northrop, Los Angeles, Calif., "
US-2604276-A,Northrop,Northrop Aircraft Inc,Pusher power plant for airplanes ,Michael G Huben,18518,18518,19197,19197,https://patents.google.com/patent/US2604276A/en,https://patentimages.storage.googleapis.com/a0/42/eb/64ad5c122ca156/US2604276-drawings-page-1.png," AIRPLANES Michael G. Huben, Los Angeles, Caliii, "
US-2549045-A,Northrop,Northrop Aircraft Inc,Means of controlling wing tip stall in airplanes ,Irving L Ashkenas,17558,17558,18735,18735,https://patents.google.com/patent/US2549045A/en,https://patentimages.storage.googleapis.com/d0/4d/12/f63a97a31c837f/US2549045-drawings-page-1.png,"PLANES Irving L. Ashkenas, Beverly Hills, Calif., "
US-2777655-A,Northrop,Northrop Aircraft Inc,Airplane with separable fuel tanks ,Connelly L Graham,18713,18713,20835,20835,https://patents.google.com/patent/US2777655A/en,https://patentimages.storage.googleapis.com/20/d1/48/8744613e870e76/US2777655-drawings-page-1.png,"LE FUEL TANKS Connelly L. Graham, Covina, Califi, "
US-2638291-A,Northrop,Northrop Aircraft Inc,All-wing cargo pack ,"John K Northrop, Fishbein Meyer, Donald B Smith",18461,18461,19491,19491,https://patents.google.com/patent/US2638291A/en,https://patentimages.storage.googleapis.com/e7/9c/c4/2a06b20727861e/US2638291-drawings-page-1.png,"s, and Donald B. Smith, North Hollywood, Calif., `"
US-2876677-A,Northrop,Northrop Aircraft Inc,Airborne missile to carrier aircraft attachment arrangement ,"John R Clark, Dorothy L Finlay",20694,20694,21619,21619,https://patents.google.com/patent/US2876677A/en,https://patentimages.storage.googleapis.com/5e/46/0d/843abf03c7500c/US2876677-drawings-page-1.png,"orothy L. Finlay, executrix, Los Angeles, Calif., "
US-2544830-A,Northrop,Northrop Aircraft Inc,Jato release device ,"Raymond E Grill, Vernon L White",17811,17811,18700,18700,https://patents.google.com/patent/US2544830A/en,https://patentimages.storage.googleapis.com/cc/19/b0/cf9acfe775764b/US2544830-drawings-page-1.png,"Beach, and Vernon L. 
White, Los Angeles, Calif., "
US-2582348-A,Northrop,Northrop Aircraft Inc,Control system for aircraft control surfaces ,"John K Northrop, Thomas A Feeney",16991,16991,19008,19008,https://patents.google.com/patent/US2582348A/en,https://patentimages.storage.googleapis.com/a8/c2/c3/5fe3b17d72ff42/US2582348-drawings-page-1.png,"throp and Thomas A. Feeney, Los 'Angeles, Calif., "
US-2412646-A,Northrop,Northrop Aircraft Inc,Tailless aircraft ,"John K Northrop, William R Sears",16055,16285,17153,17153,https://patents.google.com/patent/US2412646A/en,https://patentimages.storage.googleapis.com/70/1f/ec/267225fbbd43a1/US2412646-drawings-page-1.png,"Angeles, and William R. Sears, Inglewood, Califi, "
US-2568021-A,Northrop,Northrop Aircraft Inc,High lift flap ,John K Northrop,17397,17397,18889,18889,https://patents.google.com/patent/US2568021A/en,https://patentimages.storage.googleapis.com/a6/2a/d1/a8e04a91b3cf2a/US2568021-drawings-page-1.png," LIFT FLAP John K. Northrop, Los Angeles, Calif., "
